Module,Feature,Actor,Method,Endpoint,ActionHandler,RouteFile,PrimaryService,SchemaValidation,DBCollections,LifecycleStateImpact,UserFrontendMapping,AdminFrontendMapping,Notes
Listings,Unified Listing SSOT,User/Public,GET,/api/v1/listings/:id,listingController.getListingDetail,backend/src/routes/listingRoutes.ts,AdService|StatusMutationService,Route guards + protected fields in listingController,Ad|StatusHistory,edit uses AdService lifecycle policy (live->pending review only; terminal statuses blocked); mark-sold live to sold,frontend/src/api/user/ads.ts (LISTING_* constants),N/A,
Listings,Unified Listing SSOT,User/Public,GET,/api/v1/listings/:id/analytics,listingController.getListingAnalytics,backend/src/routes/listingRoutes.ts,AdService|StatusMutationService,Route guards + protected fields in listingController,Ad|StatusHistory,edit uses AdService lifecycle policy (live->pending review only; terminal statuses blocked); mark-sold live to sold,frontend/src/api/user/ads.ts (LISTING_* constants),N/A,
Listings,Unified Listing SSOT,User/Public,PUT,/api/v1/listings/:id/edit,listingController.editListing,backend/src/routes/listingRoutes.ts,AdService|StatusMutationService,Route guards + protected fields in listingController,Ad|StatusHistory,edit uses AdService lifecycle policy (live->pending review only; terminal statuses blocked); mark-sold live to sold,frontend/src/api/user/ads.ts (LISTING_* constants),N/A,
Listings,Unified Listing SSOT,User/Public,PUT,/api/v1/listings/:id/mark-sold,listingController.markListingSold,backend/src/routes/listingRoutes.ts,AdService|StatusMutationService,Route guards + protected fields in listingController,Ad|StatusHistory,edit uses AdService lifecycle policy (live->pending review only; terminal statuses blocked); mark-sold live to sold,frontend/src/api/user/ads.ts (LISTING_* constants),N/A,
Listings,Unified Listing SSOT,User/Public,POST,/api/v1/listings/:id/promote,listingController.promoteListing,backend/src/routes/listingRoutes.ts,AdService|StatusMutationService,Route guards + protected fields in listingController,Ad|StatusHistory,edit uses AdService lifecycle policy (live->pending review only; terminal statuses blocked); mark-sold live to sold,frontend/src/api/user/ads.ts (LISTING_* constants),N/A,
Listings,Unified Listing SSOT,User/Public,GET,/api/v1/listings/:id/view,listingController.incrementListingView,backend/src/routes/listingRoutes.ts,AdService|StatusMutationService,Route guards + protected fields in listingController,Ad|StatusHistory,edit uses AdService lifecycle policy (live->pending review only; terminal statuses blocked); mark-sold live to sold,frontend/src/api/user/ads.ts (LISTING_* constants),N/A,
Monetization,Admin Invoices,Admin,GET,/api/v1/admin/invoices,adminInvoiceController.getAllInvoices,backend/src/routes/admin/finance.routes.ts,adminInvoiceController|PaymentProcessingService,validateObjectId|permission guards,Invoice|Transaction|UserPlan|Plan,,N/A,admin-frontend/src/app/(protected)/(finance)/invoices/page.tsx,
Monetization,Admin Invoices,Admin,POST,/api/v1/admin/invoices,adminInvoiceController.createInvoice,backend/src/routes/admin/finance.routes.ts,adminInvoiceController|PaymentProcessingService,validateObjectId|permission guards,Invoice|Transaction|UserPlan|Plan,,N/A,admin-frontend/src/app/(protected)/(finance)/invoices/page.tsx,
Monetization,Admin Invoices,Admin,GET,/api/v1/admin/invoices/:id,adminInvoiceController.getInvoiceById,backend/src/routes/admin/finance.routes.ts,adminInvoiceController|PaymentProcessingService,validateObjectId|permission guards,Invoice|Transaction|UserPlan|Plan,,N/A,admin-frontend/src/app/(protected)/(finance)/invoices/page.tsx,
Monetization,Admin Invoices,Admin,GET,/api/v1/admin/invoices/:id/print,adminInvoiceController.getPrintableInvoice,backend/src/routes/admin/finance.routes.ts,adminInvoiceController|PaymentProcessingService,validateObjectId|permission guards,Invoice|Transaction|UserPlan|Plan,,N/A,admin-frontend/src/app/(protected)/(finance)/invoices/page.tsx,
Monetization,Admin Invoices,Admin,PATCH,/api/v1/admin/invoices/:id/status,adminInvoiceController.updateInvoiceStatus,backend/src/routes/admin/finance.routes.ts,adminInvoiceController|PaymentProcessingService,validateObjectId|permission guards,Invoice|Transaction|UserPlan|Plan,invoice status pending success failed cancelled,N/A,admin-frontend/src/app/(protected)/(finance)/invoices/page.tsx,
Monetization,Admin Plan Management,Admin,GET,/api/v1/admin/plans,planController.getPlans,backend/src/routes/admin/system.routes.ts,Plan service/controller layer,PlanPayloadSchema|PartialPlanPayloadSchema,Plan,active toggle lifecycle,N/A,admin-frontend/src/app/(protected)/(finance)/plans/page.tsx,
Monetization,Admin Plan Management,Admin,POST,/api/v1/admin/plans,planController.createPlan,backend/src/routes/admin/system.routes.ts,Plan service/controller layer,PlanPayloadSchema|PartialPlanPayloadSchema,Plan,active toggle lifecycle,N/A,admin-frontend/src/app/(protected)/(finance)/plans/page.tsx,
Monetization,Admin Plan Management,Admin,PUT,/api/v1/admin/plans/:id,planController.updatePlan,backend/src/routes/admin/system.routes.ts,Plan service/controller layer,PlanPayloadSchema|PartialPlanPayloadSchema,Plan,active toggle lifecycle,N/A,admin-frontend/src/app/(protected)/(finance)/plans/page.tsx,
Monetization,Admin Plan Management,Admin,PATCH,/api/v1/admin/plans/:id/toggle,planController.togglePlan,backend/src/routes/admin/system.routes.ts,Plan service/controller layer,PlanPayloadSchema|PartialPlanPayloadSchema,Plan,active toggle lifecycle,N/A,admin-frontend/src/app/(protected)/(finance)/plans/page.tsx,
Monetization,Admin Transactions and Stats,Admin,GET,/api/v1/admin/finance/stats,transactionController.getTransactionStats,backend/src/routes/admin/finance.routes.ts,TransactionService,validateObjectId|permission guards,Transaction,,N/A,admin-frontend/src/app/(protected)/(finance)/finance/page.tsx,
Monetization,Admin Transactions and Stats,Admin,GET,/api/v1/admin/finance/transactions,transactionController.getAllTransactions,backend/src/routes/admin/finance.routes.ts,TransactionService,validateObjectId|permission guards,Transaction,,N/A,admin-frontend/src/app/(protected)/(finance)/finance/page.tsx,
Monetization,Payments and Plans User API,User/Webhook,GET,/api/v1/payments/history,paymentController.getPurchaseHistory,backend/src/routes/paymentRoutes.ts,PaymentProcessingService|WalletService|AdSlotService,createPaymentOrderSchema|idempotencyMiddleware|verifyPaymentWebhook,Transaction|Invoice|Plan|UserPlan|UserWallet,INITIATED SUCCESS FAILED + applied flag idempotency,frontend/src/api/user/plans.ts|frontend/src/hooks/usePlanCheckout.ts|frontend/src/hooks/usePurchases.ts,N/A,
Monetization,Payments and Plans User API,User/Webhook,GET,/api/v1/payments/invoice/:id,paymentController.getInvoice,backend/src/routes/paymentRoutes.ts,PaymentProcessingService|WalletService|AdSlotService,createPaymentOrderSchema|idempotencyMiddleware|verifyPaymentWebhook,Transaction|Invoice|Plan|UserPlan|UserWallet,INITIATED SUCCESS FAILED + applied flag idempotency,frontend/src/api/user/plans.ts|frontend/src/hooks/usePlanCheckout.ts|frontend/src/hooks/usePurchases.ts,N/A,
Monetization,Payments and Plans User API,User/Webhook,POST,/api/v1/payments/orders,paymentController.createPaymentOrder,backend/src/routes/paymentRoutes.ts,PaymentProcessingService|WalletService|AdSlotService,createPaymentOrderSchema|idempotencyMiddleware|verifyPaymentWebhook,Transaction|Invoice|Plan|UserPlan|UserWallet,INITIATED SUCCESS FAILED + applied flag idempotency,frontend/src/api/user/plans.ts|frontend/src/hooks/usePlanCheckout.ts|frontend/src/hooks/usePurchases.ts,N/A,
Monetization,Payments and Plans User API,User/Webhook,GET,/api/v1/payments/plans,paymentController.getPlans,backend/src/routes/paymentRoutes.ts,PaymentProcessingService|WalletService|AdSlotService,createPaymentOrderSchema|idempotencyMiddleware|verifyPaymentWebhook,Transaction|Invoice|Plan|UserPlan|UserWallet,INITIATED SUCCESS FAILED + applied flag idempotency,frontend/src/api/user/plans.ts|frontend/src/hooks/usePlanCheckout.ts|frontend/src/hooks/usePurchases.ts,N/A,
Monetization,Payments and Plans User API,User/Webhook,POST,/api/v1/payments/webhook,paymentWebhook,backend/src/routes/paymentRoutes.ts,PaymentProcessingService|WalletService|AdSlotService,createPaymentOrderSchema|idempotencyMiddleware|verifyPaymentWebhook,Transaction|Invoice|Plan|UserPlan|UserWallet,INITIATED SUCCESS FAILED + applied flag idempotency,frontend/src/api/user/plans.ts|frontend/src/hooks/usePlanCheckout.ts|frontend/src/hooks/usePurchases.ts,N/A,Gateway webhook enters queue based idempotent processing
